,(Everything I Do) I Do It for You,7 Rings,A Whiter Shade of Pale,All About That Bass,All I Want for Christmas Is You,Bad Romance,Bei Mir Bist Du Schön,Blurred Lines,Call Me Maybe,Chirpy Chirpy Cheep Cheep,Dance Monkey,Despacito,Earth Angel,Gangnam Style,Girls Like You,Grenade,Havana,Hips Don't Lie,I Took a Pill in Ibiza,I Want to Hold Your Hand,I Will Always Love You,I'm a Believer,If I Didn't Care,In the Summertime,Kung Fu Fighting,Lean On,Let It Go,Love Me like You Do,Love on the Brain,Love Yourself,Macarena,Moves Like Jagger,Mundian To Bach Ke,My Heart Will Go On,My Sharona,My Sweet Lord,Needed Me,Old Town Road,One Dance,Right Round,Rock Around the Clock,Rock Your Baby,Rolling in the Deep,Rudolph the Red-Nosed Reindeer,See You Again,Shape of You,Silent Night,Somebody That I Used to Know,Something Just Like This,Sweet Mother,Tennessee Waltz,The Last Farewell,Thinking Out Loud,Thrift Shop,Un-Break My Heart,Uptown Funk,Wabash Cannonball,Waka Waka (This Time for Africa),We Are the World,Y.M.C.A.,"Yes Sir, I Can Boogie",You're the One That I Want
Somebody That I Used to Know,0.9358160914740543,0.9366816104858318,0.8832994754998239,0.8814387386990832,0.8986345323628876,0.9185798512025557,0.8085812814412192,0.9249736443843616,0.9297983963616516,0.9040961412471257,0.8939848010536809,0.9432354735950498,0.9305726160397771,0.9095370297103574,0.9328421695634903,0.7292262835098524,0.8212327337375793,0.8687760449568063,0.9109853393489697,0.8794816477688898,0.9143780835959288,0.9356240293375746,0.8143996714034192,0.8946436858472214,0.9037701398383331,0.8934074161585254,0.9028600224005648,0.8685725794806443,0.9457439752644372,0.929318726593099,0.8531089778712595,0.952352765810105,0.7915802009283565,0.926226633297019,0.9225684990619151,0.9222070490237055,0.9041732808270174,0.9377861217774194,0.900526850859103,0.934887369482927,0.9421661004054975,0.9036375989456665,0.9287139096611543,0.7501947739438486,0.9371588901697014,0.8996148467219721,0.909216249213173,1.0,0.8636217551144855,0.8824891154568273,0.8809892648960891,0.805437941763376,0.9402033052536573,0.9007141607300968,0.9175909780651023,0.940586681598016,0.8726730997472846,0.9465764764691977,0.8886675489707214,0.8675849438555435,0.9267494969441504,0.9122513723654903
Something Just Like This,0.8936147111656892,0.9109383650143226,0.8288058413963848,0.880909341502907,0.9431632017546042,0.908268952478269,0.8767236160916403,0.924558199872444,0.9265966576637831,0.8255511492313452,0.8056875825767514,0.9255251204597537,0.9146029343150757,0.8718516945572032,0.9046282959866696,0.7200520033857751,0.7319827977449419,0.9232792159602202,0.8825526348984982,0.8643621609521287,0.8810816747693705,0.8577260941787495,0.7962323340421267,0.8310276971004862,0.8746994467788213,0.9050301935811924,0.9016428164168907,0.8927846692309965,0.9139524673506688,0.9197243110659233,0.8711154757663735,0.9169063813539639,0.8454579072085492,0.8652126254018894,0.8979976988104545,0.9013372878986824,0.9227056499175567,0.8547792914322179,0.9409128566287241,0.919357988629217,0.8793950287459615,0.8384220163419204,0.9318084564524716,0.7623819808777735,0.9038781348986797,0.93179531202346,0.8649058818433384,0.8636217551144855,1.0,0.924489450338598,0.8854274468846758,0.8195378137934942,0.9100206080950528,0.9273974893854074,0.9117012316838329,0.9089867363734163,0.8695100949108638,0.9016166370499749,0.8407770090476069,0.7981861009204125,0.8674182235705413,0.8772660802562865
Sweet Mother,0.9057880851295103,0.9025072126474819,0.8490459886722879,0.8455943859371998,0.9217641108595163,0.9032279231685783,0.8753886247889946,0.9298165895419634,0.9004261496612839,0.8877342353455064,0.8209675765944004,0.9279089051200541,0.9319586457882042,0.884748565723954,0.8787210310663852,0.7484459303729085,0.8007642576042998,0.9409526841640273,0.940107215694234,0.9088711531424851,0.911870790768337,0.8658146365031495,0.8420468509725638,0.8770613172482846,0.900636496101212,0.8565334433422418,0.9094917774730793,0.9069149568656453,0.9148662678670645,0.8868329044964904,0.9138166553465665,0.9171860439314587,0.8450114588178378,0.8989238954942579,0.9006568505911966,0.9335868574863425,0.9044440554049559,0.8577095104906836,0.9140595427398941,0.8766811735368638,0.9163289842068895,0.8670868662734422,0.9328102815874915,0.8236039074597425,0.9106761066737419,0.9224191961094337,0.9134531042009622,0.8824891154568273,0.924489450338598,1.0,0.9384911064582014,0.8862891454312442,0.905442586532167,0.9091646747108449,0.8946791518659837,0.9135214273715955,0.9115631827109001,0.9240644056598436,0.897129627744129,0.8583073801289358,0.9160589537293367,0.926708535530996
Tennessee Waltz,0.8890492787020697,0.8911157226965615,0.8483985697021096,0.7860844562030301,0.9092442131673102,0.8761043689955522,0.8601344398782959,0.9073791002486735,0.90284536614471,0.9212207455414756,0.8395813278768623,0.9194068657044449,0.942702495713038,0.8722529102936437,0.8727513872797138,0.846791216400962,0.8426146224383647,0.9023710093460883,0.9512592049645039,0.9256385712772692,0.9479503426315764,0.8835336988834196,0.8916334782019,0.8815182124851279,0.9283399677363858,0.8470650703722938,0.9366524935232494,0.9100047816279315,0.9201783737952,0.8925199268440196,0.9407208094259922,0.9030966697586834,0.7905948800762308,0.912575091536516,0.8829859292568285,0.9539913200341831,0.8907378641804595,0.834491286969084,0.8683074234718161,0.8817559938393491,0.9207288568439941,0.8803342576451252,0.9124823953969498,0.8827066983732419,0.935630762306968,0.8939114883642226,0.9318569814934478,0.8809892648960891,0.8854274468846758,0.9384911064582014,1.0,0.9367897266338423,0.899367244359377,0.8976060316159502,0.8776158473543766,0.9197857986062413,0.9326763520249779,0.908988420809106,0.9115655367484086,0.905577724491706,0.9308281443565869,0.935871926924658
The Last Farewell,0.8259093492795624,0.8112182486511867,0.7850339240983732,0.6711252524861211,0.8644962529574249,0.7767320320893976,0.8186854395815483,0.8392871993319629,0.820295861165505,0.8954738457713838,0.7765532254599785,0.8402535537304104,0.8724501922143432,0.7776675187979603,0.7859168604559228,0.818786809606637,0.7807708748371766,0.8443890033905531,0.9089428339489999,0.9357559011034128,0.9029618898571746,0.814587195369673,0.9141120256416615,0.8398900592446285,0.8776189593705863,0.7637895615170264,0.8675185891681977,0.8961802631294131,0.8668891628110198,0.8017488768371941,0.876449545984927,0.8318453950236034,0.7045200246424549,0.8577793701184714,0.83197441605278,0.8902632939277209,0.823851331335472,0.74448297902197,0.80948957236579,0.8059889948493624,0.8429718781456449,0.8298564065071501,0.8318194729045368,0.8746564882133564,0.8726167228048887,0.8073664473762674,0.861583946603419,0.805437941763376,0.8195378137934942,0.8862891454312442,0.9367897266338423,1.0,0.8124787781152325,0.8345784246073203,0.7866696573586276,0.8476320577891222,0.8946264926777802,0.8351783805138777,0.9073391108259167,0.8765637882399204,0.9058366023961284,0.9127853929205927
Thinking Out Loud,0.9376477477201572,0.9609517329009067,0.8314966965193097,0.9036505291935385,0.9419656946170477,0.9251973320093029,0.829696558803489,0.9572516044909437,0.9669596454226965,0.8625862804459303,0.8507037321363767,0.9530988620861988,0.9292125619548203,0.8909792833325462,0.9582246895175847,0.731102461628241,0.770893751108368,0.9312633886497763,0.8958505591511492,0.8657714976788284,0.8905306566995295,0.9191047507419695,0.796404249211288,0.849662826254375,0.8848246713526227,0.9446939502501503,0.9312202111544539,0.9041699513545106,0.9737654463219044,0.9804823960452556,0.8562208881709636,0.960608464439877,0.8459969246290224,0.913897827211562,0.9273647544696625,0.9343194881985541,0.9548745970052671,0.9080339701120714,0.922696962572532,0.960246719156359,0.9311655255143041,0.85928218578264,0.9683706389908103,0.768537886352783,0.9287759224347494,0.9587079150743946,0.9077282299609908,0.9402033052536573,0.9100206080950528,0.905442586532167,0.899367244359377,0.8124787781152325,1.0,0.9227729794429822,0.9701947868816648,0.9641857056868284,0.8478391726570096,0.9410464695384482,0.8758341264642956,0.8375720946626212,0.9036518955661909,0.8910348799216341
Thrift Shop,0.932094118287913,0.9485841673633078,0.851410352514254,0.9020080007864931,0.9530481834418074,0.9207209743321431,0.8666715177271171,0.9572134707793264,0.9280755422604949,0.8846697598749381,0.8615089682883166,0.9446969562693597,0.9101824942379916,0.916372642025992,0.9397509724740932,0.7618160682179728,0.80000805829554,0.9171991150831686,0.9070651498108693,0.8821268974215887,0.9051443547709737,0.9151546347451905,0.8426523692515654,0.8855969943381287,0.913778769372164,0.9231894176733885,0.9068632336819037,0.9095380762219205,0.9318002918366124,0.9307306468384174,0.8806461602114616,0.9500460834162688,0.8308433240489459,0.9348723561935894,0.919845546366187,0.9150919929100017,0.9361749955955397,0.8840559579010016,0.9406946534005776,0.9146695375030467,0.921541006772511,0.896493702630911,0.9286158498925231,0.806299593740921,0.9254944289146847,0.9254948864815395,0.8927064675715316,0.9007141607300968,0.9273974893854074,0.9091646747108449,0.8976060316159502,0.8345784246073203,0.9227729794429822,1.0,0.9060267553861507,0.950705165510903,0.9070712726221496,0.9264336264634477,0.8783833165527867,0.8824950553435126,0.9182706212968657,0.925096665901245
Un-Break My Heart,0.923416438347824,0.9466767151877606,0.7856176911675573,0.9143124254648101,0.9472262449038505,0.9306117950878465,0.8282612884992598,0.9482492267119098,0.9698903202865733,0.8065738424067208,0.8019267233717167,0.9314508388709367,0.9183550887851778,0.8693411473574375,0.9529950602020302,0.6977155964133547,0.7227903799971607,0.9371614647456927,0.8614680008830075,0.8267009171173297,0.8646568280129315,0.8941651369475011,0.7479477808394446,0.7942196285749101,0.8491983791219587,0.9299571461036961,0.9091424814752643,0.9026224709362616,0.9614556774831137,0.9707033917242213,0.8443565542243933,0.9486008076998599,0.8719132889817643,0.877661850344141,0.9041936722071451,0.9076457254457592,0.9463565300613681,0.8844598412282413,0.909733786132847,0.9478608617903168,0.9051610805225743,0.8140079617924316,0.9672600851984301,0.7205316923019957,0.8959628927123278,0.9537048163975035,0.874829153390699,0.9175909780651023,0.9117012316838329,0.8946791518659837,0.8776158473543766,0.7866696573586276,0.9701947868816648,0.9060267553861507,1.0,0.9442308157432844,0.8163654279595619,0.9366673347213684,0.8349854415767005,0.7821263697315652,0.8678881887592056,0.8540224456810375
Uptown Funk,0.9440687982713173,0.9669841636419838,0.8614458902101889,0.8916619055170241,0.9467833930380968,0.9258481859602294,0.8362522627361457,0.9679533486208821,0.9596088089701019,0.9005824154872436,0.8784730852451033,0.9567022904016066,0.9435684929931255,0.9063909081698073,0.9653436249939199,0.7757355977518113,0.8065606307928879,0.9219548279754899,0.9274178520551558,0.9023194799893469,0.9190001339430806,0.9268721617977352,0.8363136418002293,0.8942685538773667,0.9155436377696047,0.9387052221851144,0.9251315428015168,0.9102536136150262,0.9692727445676456,0.9666516970795455,0.889799188591871,0.9702158930603736,0.8142314746565411,0.9490214445770638,0.9366596538301644,0.9426236846235447,0.951361473770124,0.9157400777343965,0.9312581878711375,0.9551697884134401,0.9444153629804729,0.9065388697831008,0.9539265985125368,0.8222283349747526,0.9558316633340718,0.948483430776972,0.9096880171240417,0.940586681598016,0.9089867363734163,0.9135214273715955,0.9197857986062413,0.8476320577891222,0.9641857056868284,0.950705165510903,0.9442308157432844,1.0,0.9025207474884563,0.9491902759963854,0.8907814435238879,0.8905502512130966,0.9389735460672397,0.9212599826545458
Wabash Cannonball,0.8980779796035739,0.8802746952886565,0.8862148412557933,0.7783540656438136,0.880388291361133,0.8662713776628993,0.8565863914365205,0.8992040262714489,0.8573720396088941,0.9397217423026868,0.8728720362715274,0.8945795180252691,0.9277564572952537,0.8887111815736426,0.855477359177815,0.8512032560117727,0.9004175481965729,0.8512889321025985,0.960928954024569,0.9347560813498788,0.9285833613151627,0.8856579776340754,0.8990937097479731,0.9234727935740831,0.9454975743749573,0.8159403309518884,0.8809596529589657,0.8889953750532527,0.8858195138549109,0.8459800428783343,0.919238620983164,0.9022252187385171,0.7321618681043207,0.9406171549320499,0.888697342301626,0.9242919592661448,0.8614311884163236,0.838045479988239,0.8608071518481276,0.8485233883494369,0.9210609815642407,0.9198656894005949,0.8691317061217513,0.9053468810703316,0.9282148687396049,0.8551650897226596,0.9099824312320633,0.8726730997472846,0.8695100949108638,0.9115631827109001,0.9326763520249779,0.8946264926777802,0.8478391726570096,0.9070712726221496,0.8163654279595619,0.9025207474884563,1.0,0.9038604516755064,0.9138970925217416,0.9394642695475615,0.9369894439300148,0.9543541815621764
Waka Waka (This Time for Africa),0.9635430300424799,0.9476586317076685,0.8686928731959641,0.913394448561212,0.9292780335644933,0.9412267036352743,0.8905929551368993,0.9496053040740682,0.9432765943200938,0.8852993488359877,0.872919922672649,0.9611865630168631,0.956224425611156,0.9458873658104239,0.9421305982419351,0.7969740196328239,0.8476065027376015,0.9252522277113687,0.9321800470605173,0.8909162072771956,0.9043992169232863,0.9344650927843042,0.8250638947660658,0.8771119642631366,0.9217472357848393,0.9123946826554589,0.8982057726522704,0.9248326312503624,0.9534222109838314,0.9422600914157712,0.8893412002006831,0.9627168256934041,0.8847282539481782,0.9350942527934266,0.9131411939125289,0.9204439627575388,0.9291161861849708,0.9087359457767433,0.9244505666620195,0.9360913670408433,0.9451295549966792,0.8928368199776842,0.9477616116001173,0.7791971685710037,0.9259478794761723,0.9317571948493621,0.9343380508759366,0.9465764764691977,0.9016166370499749,0.9240644056598436,0.908988420809106,0.8351783805138777,0.9410464695384482,0.9264336264634477,0.9366673347213684,0.9491902759963854,0.9038604516755064,1.0,0.8828524979585918,0.8763043757230561,0.9317240692028261,0.9158175378897551
We Are the World,0.8890142853691667,0.8652946924540518,0.8866625071671871,0.7585855646090724,0.8850862131349438,0.8316905118117606,0.8052397589543275,0.8830819529376955,0.8568426323337395,0.9457642359798891,0.8817419087061951,0.8890151830847903,0.8962433272977494,0.8531592493601352,0.8592331843526748,0.8075794370100141,0.8590117804573267,0.8642958315085769,0.9454547397540738,0.9473570062537883,0.9103042275497348,0.9119760504578871,0.9195736010684679,0.9250889313925797,0.9248393837232047,0.8202924659137827,0.8818275440933444,0.8857651132743581,0.9051957785260156,0.8539680290503854,0.8918689692570082,0.9075071503572892,0.7136962753527348,0.9062164081309252,0.9028089302831085,0.9184624176289614,0.8572193173665807,0.8402428681605049,0.8523385922061469,0.8503840380636226,0.9139841286078277,0.91884604260113,0.8853040092320346,0.8702120915650092,0.9113676067272141,0.8472450587702572,0.888639906148396,0.8886675489707214,0.8407770090476069,0.897129627744129,0.9115655367484086,0.9073391108259167,0.8758341264642956,0.8783833165527867,0.8349854415767005,0.8907814435238879,0.9138970925217416,0.8828524979585918,1.0,0.9173811536043291,0.9457878933166346,0.956024397532039
Y.M.C.A.,0.8752720607321453,0.8781939931557179,0.8798807405942938,0.7370967060583847,0.8381068231969377,0.81049007396753,0.8113808973472715,0.8643552570141444,0.8202404368849983,0.9500067607210454,0.866660378084923,0.8809308183349728,0.8896223662181613,0.8756897465151198,0.8380915784119316,0.8584798208210593,0.8992126498584193,0.8199934758874123,0.9401939547389584,0.9234324810103824,0.9108227123963268,0.8880238750714402,0.9021980536381199,0.9246617155002513,0.9389032312706244,0.8072095860968275,0.8650393666173154,0.8468826050798959,0.8630053497615674,0.8327575878614074,0.8751361650833962,0.8805590545611583,0.6839964394400363,0.9436657873896898,0.8751171771583047,0.9028653811943673,0.8370557611852666,0.8240531435799443,0.8260469458083645,0.8418389491167129,0.8977349002949692,0.9165204339420427,0.829261880986403,0.9035266144331355,0.9110683399040872,0.8031840013789309,0.9109421574585216,0.8675849438555435,0.7981861009204125,0.8583073801289358,0.905577724491706,0.8765637882399204,0.8375720946626212,0.8824950553435126,0.7821263697315652,0.8905502512130966,0.9394642695475615,0.8763043757230561,0.9173811536043291,1.0,0.9314182285159965,0.9386620743044372
"Yes Sir, I Can Boogie",0.9346577133268071,0.9128030926067578,0.9056509042215731,0.8148964686876116,0.9077292077488385,0.874649645810983,0.8363150070925733,0.9217859542914482,0.8974728566440865,0.962232576911088,0.9176783900205823,0.935182184512866,0.928025560048917,0.8973553438903187,0.8996674217415939,0.8289703200840409,0.8805420428363047,0.8861586324616564,0.9624358366116189,0.9544631966979188,0.937306303406468,0.9368582181917108,0.9059740680039895,0.9520548185827813,0.9516641547118743,0.8661370327194328,0.8980100691656469,0.9053119590961323,0.9358105001351623,0.891556344749602,0.913819731570537,0.9374101600870242,0.7573477984168422,0.9561790398949812,0.9340574208780397,0.9439505820259415,0.8880279410904284,0.87917767194254,0.8929799987500571,0.8916439039855599,0.9514357671210989,0.9527783224221605,0.9070829416906483,0.8680323207033358,0.9369633773324635,0.8893741360403724,0.9133859655330646,0.9267494969441504,0.8674182235705413,0.9160589537293367,0.9308281443565869,0.9058366023961284,0.9036518955661909,0.9182706212968657,0.8678881887592056,0.9389735460672397,0.9369894439300148,0.9317240692028261,0.9457878933166346,0.9314182285159965,1.0,0.9615187659229274
You're the One That I Want,0.9362882436320084,0.9065127942664799,0.9156880969466784,0.8147745191306834,0.908926768607175,0.8887115581078204,0.8674925043086288,0.9217792503614268,0.8851934757890468,0.9702613899413366,0.9030220178918147,0.923920623618976,0.9254528656819683,0.9017818141781632,0.8921606205733229,0.8322569434937848,0.8819175586845708,0.8817040903485612,0.9724592696643306,0.9631263932774432,0.9476779109762571,0.9243483556914219,0.9408837012095979,0.9537388678263442,0.9597419984676522,0.8463309443515895,0.9145157598356782,0.9171120282812666,0.9136210069222374,0.8759228672493405,0.9153205185193407,0.9371215534886348,0.7555475457829759,0.9500058312889395,0.9278402051926548,0.9486440711709992,0.882210246075275,0.8747927621369848,0.8951148584093216,0.8775001954417637,0.9455182827082339,0.9482310718419769,0.9024656139664746,0.8854364485260625,0.9471795709200411,0.8834617594290483,0.9199840875907779,0.9122513723654903,0.8772660802562865,0.926708535530996,0.935871926924658,0.9127853929205927,0.8910348799216341,0.925096665901245,0.8540224456810375,0.9212599826545458,0.9543541815621764,0.9158175378897551,0.956024397532039,0.9386620743044372,0.9615187659229274,1.0
